sentence	label 
The more that pictures of himself appear in the news, the more embarrassed John becomes.	1
John locked Fido in the garage and Mary did so in the room.	0
John talked to Bill about the exam.	1
They were believed all to be quite diligent.	1
The contractor will build you a house for $ 100,000.	1
Tom washed the car, and Dick waxed the car.	1
A fire raged in the mountains.	1
Peter is owners of pigs.	0
Jake threw the ball halfway to Bill.	1
Everyone attended some seminar.	1
Tom says that it's going to rain but I don't believe it.	1
All of the plant virus web sites have been conveniently collected in one central location.	1
A man kicked that ball.	1
David is a great artist, and when he does, his eyes squint at you.	0
Sally is tall, and may be, and Sheila is short, and definitely is, blond.	0
Fred hired Sharon to change the oil.	1
Dogs chase cats.	1
They can run.	1
The panther's coat is dark black.	1
My father, that he's lived here all his life is well-known to the cops.	1
The couple waltzed to the window.	1
These cars sold very quickly last week.	1
Steve tossed the ball over the fence.	1
The more obnoxious Fred, the less you should pay attention to him.	0
This objection is main.	0
The Joneses think themselves the best family on the block.	1
We persuaded them to examine them.	0
Paula spanked the naughty child.	1
Bill has been dancing.	1
Shaving myself is difficult for me.	1
I put the table with the books.	0
The river runs from the lake to the sea.	1
That the world is round is obvious.	1
You shouldn't have played with rifles because to have is dangerous.	0
Give the baby the bottle awake.	0
After the dinner, we threw away any leftovers.	1
The plumber who the nurse polished her trombone and computed my tax was a hefty fellow.	0
I saw this film several times last year during the summer.	1
How carefully have you considered your future career?	1
I realized that it had rained and some crops had been destroyed.	1
The captain named the ship Seafarer.	1
I saw the physics one.	0
It is important the more you eat, the more careful for you to be.	0
The dumplings which Sasha is gobbling down faster than I can reheat them are extremely tasty, if I do say so.	1
They may grow as much as six feet high.	1
What the stone did to the whole wall was hit it.	0
It is important for the more you eat, the more careful you to be.	0
All students believe anything that many teachers say.	1
Who poisoned who?	1
He rowed Penny across the lake.	1
Jessica sprayed the wall with paint.	1
Bill followed the road into the forest.	1
I don't really want to go to the dentist's, but I know I should.	1
Mary's happy about her work, and John is about his children.	1
Gas escaped the tube.	1
The irritating and a bully man was my brother.	0
The cup smashed apart against the stone.	1
They read the under book.	0
Kim must will bake a cake.	0
the day when I met her was sunny.	1
The squirrel is right angry.	0
The cat was leaving.	1
Did the fact that John showed up please you?	1
John has been chosen for the position.	1
Amanda drove the package from Boston to New York.	1
The water melted into ice.	1
Who did Athena introduce who to?	0
The effectiveness of teaching and learning depend on several factors.	0
If you don't believe me, you will the weatherman?	1
It seems that Agamemnon is a maniac	1
When ripe, these apples will be delicious.	1
Who did you hear an oration about?	1
I didn't eat the ice cream and any cake.	0
Wanda taught the students.	1
This sweater washes well.	1
Fred gave flowers to his sweetie because Frank had.	1
Pat has become a Republican.	1
Don't hit yourself!	1
Near everyone Angleton did, Dulles stood.	0
Willy is taller than Bill by 7 millimeters.	1
Sam cut himself free.	1
I've got to try and find that screw.	1
The witch turned him from a prince.	0
John was cost $10 by the book.	0
He made it clear he would continue to co-operate with the United Nations.	1
Marilyn Monroe is Norma Jeane Baker.	1
To whom I gave the cake is John.	0
Martha gave Myrna an apple.	1
I can't remember the name of anybody who had any misgivings.	1
Who has drunk my whiskey?	1
She might be pregnant.	1
Sue moved, and Mary also transferred, her business to a different location.	1
I noticed car in the driveway last night your friend from Boston.	0
Maxwell is quite the doctor.	1
John tried.	1
The reading of Shakespeare satisfied me	1
A motorist has reported that the road is blocked by snow at Bunker Hill.	1
Lydia pocketed the change in her pocket.	0
She gets upset whether I exclude her from anything.	1
Sue knows the answer.	1
The man, a ball kicked.	1
The clothes dried.	1
This girl will buy bread and so will that one buy bread.	1
Jason gave the poisoned clothes to who?	1
John said if Heidi was obsessed with broccoli.	0
I polished the vase which was from India up.	0
Humans love to eat them.	1
Gilgamesh should slowly be tickling the mandrake.	1
Fruit at once hit the roof against the ground.	0
The pond froze solid.	1
John would be liked to win.	0
There arose a great storm.	1
Reports which the government prescribes the height of the lettering on the covers of are invariably boring.	1
John saw the man in the room.	1
Maxwell isn't half the doctor that feared Marge would realize Tom had confessed that he knew Bill expected him to be.	1
Kim likes Lee, and to Ronnie.	0
Sally's sick and what did you bring me?	0
Whether they say it or not, most teachers expect their students to study hard.	1
$50 won't even buy a dress at Bloomingdale's.	1
That's the truth.	1
Most of the milk your baby consumes during breastfeeding is produced during nursing.	1
You can depend on that he will be on time.	0
The writers did so believe the boy.	1
Kim sang and was accompanied by Sandy.	1
The little cat devoured a mouse last night.	1
Athena introduced Medea to Jason	1
I showed Mary several portraits of herself.	1
I claimed that she was pregnant	1
Fred gave the ball behind Molly.	0
In the classroom, the teacher praised John, whom I also respect.	1
John spoke French intimately to Mary.	1
The sheep cry	1
I wonder what John bought.	1
Kim likes Sandy, and Lee Leslie. to try to go to Rome.	1
Harry got to be more of the celebrity.	1
The problem disappeared.	1
I asked who she kissed.	1
We drove all the way to Buenos Aires.	1
I didn't eat any ice cream and any cake.	0
He walked right into the wall.	1
The recent strike by pilots have cost the country a great deal of money from tourism and so on.	0
There darted into the room a little boy.	1
The tree lost some branches.	1
Carla hit the door.	1
But these tickets are terrible!	1
Every town in every country I had to I visited.	1
Carol cut herself on the thumb.	1
They have no old.	0
I'm going to ask Bill to make the old geezer take up these points later.	1
Some of them made as many errors as Joan.	1
The dragons had all eaten the pigs.	1
This is the book of which Bill approves, and this is the one of which he doesn't.	1
Among the guests was sitting my friend Louise.	1
Some happy pigs which can fly love truffles	1
The horse jumped over the fence.	1
The more people that you give beer to, the more people that get sick.	1
What Henri wants is the book which is on the top shelf.	1
I told Daniel the story.	1
Heidi investigated if John ate the cauliflower.	1
